latitude;longitude;walkscore;bikescore;;
4.495.878;-9.301.341;38;63;;
4.490.421;-9.300.729;14;12;;
4.491.177;-9.298.062;18; null;;
4.490.433;-9.297.222;15; null;;
4.489.992;-9.296.054;9; null;;
4.496.899;-9.295.223;25; null;;
4.492.215;-9.294.653;19; null;;
4.492.743;-929.356;17; null;;
4.493.623;-9.291.993;24; null;;
4.491.478;-928.963;10; null;;
4.493.194;-9.319.746;26;67;;
4.491.985;-9.317.915;59;61;;
4.492.694;-9.313.036;70;73;;
4.497.025;-9.312.866;51;64;;
4.497.666;-9.309.961;57;65;;
4.500.116;-9.309.271;17; null;;
4.493.347;-9.308.245;77;45;;
4.498.578;-9.307.509;46;58;;
4.492.274;-9.300.658;1;27;;
4.502.019;-9.297.661;20; null;;
4.490.735;-9.295.639;12; null;;
4.489.289;-9.295.597;4; null;;
4.491.304;-929.309;35; null;;
4.499.914;-9.292.667;0; null;;
4.490.117;-9.318.345;43;67;;
4.498.577;-9.315.563;51;59;;
4.492.585;-9.315.348;75;64;;
449.477;-9.312.603;86;61;;
4.495.063;-9.308.758;94;75;;
4.492.139;-9.308.177;52;36;;
4.498.007;-9.307.639;66;52;;
4.498.168;-9.307.164;64;58;;
4.499.531;-930.408;30; null;;
4.496.259;-9.300.496;41;63;;
4.491.862;-9.299.774;2; null;;
4.491.044;-9.299.699;1; null;;
4.498.651;-9.296.614;9; null;;
4.498.724;-9.295.075;3; null;;
4.488.667;-929.493;10; null;;
4.488.652;-928.649;0; null;;
3.903.706;-7.554.928;8; null;;
4.496.179;-93.174;75;80;;
449.623;-9.315.301;45;65;;
4.495.944;-9.314.047;70;63;;
4.492.775;-9.313.441;65;73;;
4.498.573;-9.313.205;19;44;;
4.499.119;-9.303.895;35;43;;
4.500.669;-9.303.197;36; null;;
4.498.183;-9.302.405;56;60;;
4.496.798;-9.302.358;49;46;;
449.118;-9.297.236;27; null;;
4.491.546;-9.295.788;24; null;;
4.498.086;-9.295.327;3; null;;
4.496.899;-9.295.295;29; null;;
4.497.979;-9.294.808;2; null;;
4.489.487;-9.293.908;4; null;;
4.491.851;-9.289.272;15; null;;
4.492.531;-9.288.023;3; null;;
4.490.321;-9.287.143;7; null;;
4.490.383;-9.287.131;9; null;;
4.490.243;-9.318.598;30;63;;
449.461;-931.818;72;77;;
4.496.025;-9.317.275;79;78;;
4.493.272;-9.316.437;72;70;;
449.613;-9.316.174;77;79;;
4.496.093;-9.315.842;71;76;;
4.492.396;-9.313.882;60;64;;
4.494.569;-9.313.781;81;64;;
4.493.785;-9.313.492;85;68;;
4.499.113;-9.313.434;33;46;;
4.499.057;-9.313.093;21;42;;
4.498.069;-9.312.346;29;56;;
4.492.285;-9.309.663;57;39;;
4.502.269;-9.304.568;12; null;;
4.503.622;-9.303.165;47; null;;
4.494.627;-9.302.631;44;47;;
4.494.011;-9.300.969;19;60;;
449.267;-9.300.233;19; null;;
4.495.519;-9.298.358;26; null;;
4.502.175;-9.297.584;21; null;;
4.497.347;-9.295.688;22; null;;
4.496.696;-9.295.129;34; null;;
4.503.097;-9.294.402;0; null;;
4.493.537;-929.296;62; null;;
4.489.137;-9.292.402;10; null;;
4.487.296;-9.291.655;0; null;;
44.872;-9.291.122;0; null;;
4.490.778;-9.318.709;48;69;;
4.490.898;-9.318.643;45;69;;
4.494.598;-9.317.315;80;78;;
4.492.386;-9.316.583;62;63;;
4.496.645;-9.315.635;49;58;;
449.623;-9.314.785;46;66;;
4.493.346;-9.308.242;77;45;;
4.498.376;-9.303.307;48;50;;
4.498.736;-9.302.956;67;57;;
4.497.906;-9.302.056;35;55;;
4.496.816;-9.301.827;39;48;;
4.497.892;-9.297.272;3; null;;
4.489.901;-9.295.873;6; null;;
4.495.526;-9.295.222;25; null;;
4.491.935;-9.295.102;30; null;;
4.491.919;-9.294.721;31; null;;
4.494.103;-9.289.309;39; null;;
4.494.347;-9.319.493;35;76;;
4.493.523;-9.315.984;63;67;;
4.495.326;-9.314.811;72;75;;
4.496.282;-9.314.756;45;66;;
4.494.517;-9.312.974;87;65;;
4.494.803;-9.312.163;84;65;;
4.495.123;-9.312.124;78;75;;
449.404;-9.311.691;56;60;;
4.499.384;-9.310.159;48; null;;
4.497.215;-9.309.531;34;59;;
4.492.499;-9.307.042;36;31;;
4.495.293;-9.306.222;52;57;;
4.496.296;-930.592;69;66;;
4.495.598;-930.318;44;44;;
4.497.408;-9.302.666;46;48;;
4.491.304;-930.036;7; null;;
4.490.634;-9.299.838;1; null;;
4.497.197;-9.298.958;38; null;;
4.502.632;-9.297.631;18; null;;
449.013;-9.296.454;15; null;;
4.490.186;-9.294.813;5; null;;
4.493.983;-9.294.315;52; null;;
4.489.753;-9.294.182;4; null;;
4.487.297;-9.291.445;0; null;;
4.493.054;-9.291.196;7; null;;
4.493.022;-9.287.815;1; null;;
4.491.186;-9.318.493;63;57;;
4.491.063;-9.317.552;34;36;;
449.218;-9.317.065;53;61;;
4.498.816;-9.315.792;56;55;;
449.872;-9.314.355;50;73;;
449.716;-9.313.267;44;62;;
4.495.222;-9.309.375;95;53;;
4.498.933;-9.307.354;30;52;;
4.497.935;-9.307.005;77;54;;
4.493.883;-9.300.889;18;60;;
4.496.728;-9.296.347;51; null;;
449.649;-9.296.295;52; null;;
4.492.862;-9.294.846;5; null;;
449.391;-9.294.166;55; null;;
4.500.008;-9.292.849;0; null;;
4.489.972;-9.291.604;12; null;;
4.491.506;-9.291.283;14; null;;
4.491.709;-9.290.115;17; null;;
4.490.006;-9.288.488;3; null;;
4.495.391;-9.320.233;23;62;;
449.544;-9.318.063;74;82;;
44.924;-9.314.117;59;63;;
449.262;-931.008;58;63;;
4.499.564;-9.307.823;12; null;;
4.495.395;-9.306.166;52;57;;
4.495.384;-9.300.775;57;71;;
4.490.404;-9.297.234;13; null;;
4.498.921;-9.296.897;10; null;;
4.498.096;-9.296.885;3; null;;
4.489.499;-9.293.454;7; null;;
4.492.188;-9.292.971;57; null;;
4.490.634;-9.292.164;3; null;;
4.487.294;-9.291.552;0; null;;
4.493.396;-929.006;14; null;;
4.490.352;-9.287.208;11; null;;
449.325;-9.319.361;41;81;;
4.498.484;-9.316.151;56;58;;
4.497.626;-9.316.096;49;76;;
4.492.484;-931.358;67;64;;
4.492.445;-9.310.393;60;68;;
4.498.941;-9.310.234;62;57;;
4.496.168;-9.308.329;47;58;;
4.492.421;-9.307.496;46;37;;
4.498.486;-930.402;47;60;;
4.496.213;-9.303.241;36;47;;
4.495.874;-9.301.611;49;64;;
4.497.992;-9.300.029;4; null;;
4.493.091;-9.299.587;14; null;;
4.499.875;-9.296.645;25; null;;
450.241;-9.295.793;1; null;;
4.490.681;-9.295.768;13; null;;
4.493.559;-9.295.268;32; null;;
4.494.267;-9.294.765;34; null;;
4.493.546;-929.263;23; null;;
44.944;-9.291.998;56; null;;
4.492.133;-9.290.782;11; null;;
4.489.417;-9.288.402;1; null;;
449.039;-9.316.224;61;66;;
4.492.687;-9.315.351;75;64;;
4.492.699;-9.313.954;62;69;;
4.493.075;-9.309.009;65;56;;
4.497.005;-9.308.314;66;67;;
4.497.035;-9.307.156;86;73;;
4.499.537;-9.306.838;6; null;;
4.503.147;-9.304.808;17; null;;
4.499.535;-9.304.627;26; null;;
4.502.888;-9.300.232;24; null;;
4.500.449;-9.298.327;9; null;;
4.489.156;-9.296.208;5; null;;
4.491.736;-9.295.111;22; null;;
4.493.474;-9.290.976;21; null;;
4.489.637;-9.288.251;2; null;;
4.491.697;-9.287.965;5; null;;
4.500.833;-9.287.895;6; null;;
4.492.388;-9.287.548;1; null;;
4.494.731;-9.317.764;79;80;;
4.494.746;-9.317.644;79;80;;
4.491.697;-931.755;61;56;;
4.498.718;-931.589;51;56;;
4.495.672;-9.314.793;78;73;;
4.496.947;-9.314.262;40;65;;
4.494.296;-9.314.216;84;73;;
4.497.157;-9.313.519;38;58;;
4.493.948;-9.313.403;90;69;;
4.499.025;-931.038;65;61;;
4.495.712;-9.306.061;59;53;;
4.496.227;-9.304.932;41;61;;
449.989;-9.303.943;29; null;;
4.496.783;-930.341;41;37;;
4.490.577;-9.300.274;15; null;;
4.491.368;-9.296.085;20; null;;
449.684;-9.295.008;29; null;;
449.391;-9.294.302;56; null;;
4.490.632;-9.293.576;2; null;;
4.491.356;-9.293.051;35; null;;
4.493.679;-9.292.433;39; null;;
4.491.361;-9.288.622;6; null;;
4.502.692;-9.285.804;21; null;;
4.490.051;-9.318.169;48;67;;
4.491.908;-9.315.563;47;52;;
4.491.839;-9.315.417;43;50;;
4.497.261;-9.314.242;36;72;;
4.493.798;-9.310.965;70;78;;
4.498.752;-9.310.224;64;59;;
4.493.031;-9.309.952;34;46;;
449.276;-9.307.643;65;45;;
4.503.233;-9.303.237;50; null;;
4.495.876;-9.301.396;38;63;;
4.503.229;-9.300.292;27; null;;
4.500.443;-9.298.373;9; null;;
4.498.577;-9.296.585;9; null;;
4.490.542;-929.584;16; null;;
449.752;-9.295.722;14; null;;
4.496.676;-9.295.029;31; null;;
449.022;-9.294.982;6; null;;
4.490.941;-9.293.038;17; null;;
4.494.064;-9.290.196;48; null;;
4.500.089;-9.289.822;5; null;;
4.490.458;-9.318.448;34;65;;
449.485;-9.317.355;74;78;;
4.497.187;-9.315.752;39;57;;
4.496.455;-9.315.463;49;64;;
4.493.791;-9.315.428;74;73;;
4.495.761;-9.315.217;70;73;;
449.298;-9.315.028;64;68;;
4.498.894;-9.313.319;23;44;;
4.497.488;-9.309.514;40;63;;
4.499.438;-9.306.627;22; null;;
4.495.592;-9.306.189;61;54;;
4.497.407;-9.304.398;61;72;;
4.496.041;-9.304.157;42;56;;
4.496.431;-9.302.798;44;47;;
4.498.042;-9.302.443;49;57;;
449.628;-9.302.256;41;56;;
4.497.011;-9.301.055;22;53;;
4.490.793;-9.300.903;12;23;;
4.491.054;-9.297.575;23; null;;
4.500.558;-9.297.456;12; null;;
4.491.752;-9.294.689;25; null;;
4.501.115;-9.290.122;0; null;;
4.490.278;-9.288.718;3; null;;
4.492.159;-9.288.713;10; null;;
4.500.821;-9.288.127;17; null;;
4.489.667;-9.287.193;2; null;;
4.492.698;-9.318.917;61;72;;
4.495.772;-9.314.621;76;70;;
449.811;-9.313.578;27;64;;
4.497.717;-9.313.163;31;70;;
4.495.349;-931.219;85;83;;
4.496.889;-9.307.865;77;76;;
4.498.929;-930.704;34;50;;
4.502.011;-9.306.058;13; null;;
4.497.896;-9.304.045;69;71;;
4.500.939;-9.302.949;40; null;;
449.597;-9.300.714;41;69;;
4.497.855;-9.300.693;3;46;;
4.498.271;-9.300.227;5; null;;
4.492.225;-9.300.119;8; null;;
4.491.439;-9.298.682;5; null;;
4.498.377;-9.296.199;3; null;;
4.490.149;-9.295.756;9; null;;
4.491.851;-9.289.259;15; null;;
4.489.493;-9.288.797;1; null;;
4.489.741;-9.288.739;1; null;;
4.490.721;-9.317.604;43;31;;
4.493.072;-9.317.118;63;68;;
4.498.342;-9.316.541;61;59;;
4.492.565;-9.313.147;69;68;;
4.497.595;-9.311.347;53;52;;
4.497.746;-9.311.146;59;50;;
4.495.131;-9.309.101;95;56;;
4.493.497;-9.308.754;65;48;;
4.499.083;-9.307.762;16;49;;
4.496.476;-930.685;78;74;;
4.501.889;-9.305.822;15; null;;
4.500.706;-9.304.454;34; null;;
4.490.177;-9.300.508;16;14;;
4.501.844;-9.298.397;44; null;;
4.500.618;-9.297.813;18; null;;
4.490.107;-9.296.793;11; null;;
4.490.235;-9.296.516;16; null;;
4.492.323;-9.295.635;58; null;;
4.491.474;-9.295.627;17; null;;
4.501.226;-9.291.957;0; null;;
4.490.424;-9.288.951;2; null;;
4.492.517;-9.288.682;5; null;;
4.499.554;-9.288.319;21; null;;
4.502.965;-9.286.676;9; null;;
449.137;-9.318.273;65;51;;
4.494.087;-9.313.525;89;70;;
4.492.168;-9.312.888;56;72;;
4.494.677;-931.216;84;65;;
449.257;-9.309.656;53;40;;
4.492.839;-9.309.373;48;45;;
4.500.163;-93.093;17; null;;
4.498.557;-9.308.095;34;55;;
449.828;-9.307.187;64;58;;
4.503.229;-9.305.402;2; null;;
4.498.764;-9.301.875;63;65;;
4.498.453;-9.301.227;19;59;;
4.492.216;-9.301.078;2;26;;
4.489.684;-929.715;3; null;;
4.495.356;-9.296.551;38; null;;
4.496.788;-9.295.199;25; null;;
4.493.262;-9.293.144;45; null;;
4.492.432;-9.290.712;12; null;;
4.493.495;-9.289.609;14; null;;
4.491.099;-9.288.617;5; null;;
4.489.161;-9.288.417;1; null;;
4.492.894;-9.287.951;2; null;;
4.493.309;-9.316.069;66;68;;
4.492.175;-9.315.228;59;54;;
4.496.095;-9.315.046;52;68;;
4.498.812;-9.314.845;65;66;;
4.498.809;-9.314.412;58;67;;
4.493.506;-9.314.234;71;67;;
4.499.031;-9.313.917;53;55;;
44.982;-9.313.778;29;65;;
4.495.221;-9.312.964;79;70;;
4.497.421;-9.307.764;75;44;;
449.892;-9.307.425;26;52;;
4.498.951;-9.307.188;34;50;;
44.956;-9.307.122;71;73;;
4.500.213;-930.694;7; null;;
4.502.134;-9.304.872;18; null;;
4.500.764;-9.304.066;31; null;;
4.496.475;-9.303.539;36;42;;
4.497.862;-9.302.418;46;51;;
4.499.042;-9.301.548;47;59;;
4.491.315;-9.300.895;6;29;;
450.315;-9.300.714;50; null;;
4.491.413;-9.299.869;1; null;;
4.494.435;-9.298.683;24; null;;
4.493.352;-9.298.176;22; null;;
4.488.678;-9.291.996;3; null;;
4.491.439;-9.291.539;15; null;;
4.492.003;-9.289.758;18; null;;
4.491.295;-9.289.127;5; null;;
4.490.325;-9.286.793;5; null;;
4.493.234;-9.316.821;67;69;;
4.498.671;-9.316.296;54;55;;
4.495.895;-9.316.219;78;80;;
4.497.236;-9.314.283;36;72;;
4.494.363;-9.314.237;84;73;;
4.494.681;-9.312.269;84;64;;
4.494.869;-9.308.511;92;73;;
4.498.648;-9.307.363;49;58;;
4.492.414;-9.307.008;28;26;;
4.498.645;-9.306.746;56;63;;
4.496.182;-9.305.065;42;60;;
4.498.615;-9.301.989;60;65;;
4.496.691;-9.301.657;38;52;;
4.496.313;-9.300.541;24;58;;
4.491.181;-9.297.194;24; null;;
4.491.346;-9.296.755;28; null;;
4.501.879;-9.296.386;9; null;;
4.489.977;-9.296.232;10; null;;
4.495.432;-9.292.167;0; null;;
4.493.671;-9.290.813;35; null;;
4.491.696;-9.317.333;57;55;;
449.642;-9.315.713;61;67;;
4.498.803;-9.315.087;64;59;;
449.224;-9.314.155;56;66;;
4.492.401;-9.314.089;59;63;;
4.498.974;-9.311.003;69;57;;
449.536;-9.306.542;52;62;;
4.497.283;-9.305.757;59;56;;
4.497.323;-9.304.807;57;68;;
4.496.875;-9.304.264;50;60;;
4.494.733;-9.301.868;55;68;;
4.496.284;-9.301.829;34;58;;
4.503.108;-9.299.686;15; null;;
4.491.432;-9.298.684;5; null;;
4.502.054;-9.296.537;10; null;;
4.497.367;-9.295.394;18; null;;
449.399;-929.486;40; null;;
4.491.628;-9.294.462;26; null;;
4.491.344;-9.294.017;21; null;;
4.491.784;-9.289.274;9; null;;
4.493.884;-9.288.941;15; null;;
4.490.226;-9.288.886;3; null;;
4.490.386;-9.287.144;9; null;;
4.497.942;-9.319.154;73;75;;
4.493.577;-9.315.426;65;69;;
449.711;-9.314.304;40;70;;
44.954;-9.312.988;79;70;;
4.494.861;-931.268;81;63;;
4.494.511;-9.312.306;84;65;;
4.494.128;-9.311.581;70;63;;
449.697;-9.310.243;64;55;;
4.495.485;-93.037;34;36;;
4.502.837;-930.078;41; null;;
449.435;-9.300.644;25;66;;
4.491.509;-9.298.661;5; null;;
4.496.096;-9.292.486;0; null;;
4.493.698;-9.290.757;36; null;;
4.490.287;-9.288.834;3; null;;
4.491.299;-9.288.319;4; null;;
4.494.285;-9.318.621;68;76;;
4.494.848;-9.317.979;71;78;;
4.492.541;-9.317.125;59;64;;
4.498.119;-9.315.635;51;76;;
4.491.798;-9.314.632;47;51;;
4.498.762;-9.314.021;39;59;;
4.492.342;-9.313.188;66;71;;
4.499.077;-9.312.769;18;38;;
449.435;-9.311.002;75;64;;
4.494.961;-9.309.869;96;60;;
4.496.223;-9.308.357;56;63;;
4.499.602;-9.306.602;17; null;;
4.497.551;-9.306.531;83;53;;
4.497.025;-9.305.679;59;57;;
4.492.622;-9.301.562;4;34;;
449.705;-9.301.357;34;53;;
449.798;-9.301.181;9;48;;
4.498.234;-9.297.745;28; null;;
4.497.363;-9.295.137;14; null;;
4.491.539;-9.294.999;20; null;;
4.494.499;-9.291.709;47; null;;
4.497.583;-9.318.756;57;74;;
4.495.667;-9.316.495;86;80;;
4.493.524;-9.316.493;71;70;;
4.498.916;-9.315.561;63;57;;
4.499.035;-9.315.066;72;60;;
4.494.654;-9.314.989;73;77;;
4.494.186;-9.310.617;85;79;;
4.492.778;-9.309.878;49;63;;
4.493.347;-9.308.244;77;45;;
4.500.384;-930.717;5; null;;
4.500.371;-9.304.851;27; null;;
4.497.571;-9.303.856;66;69;;
4.495.698;-9.302.068;55;51;;
449.669;-9.301.655;38;52;;
4.496.327;-9.301.152;39;62;;
4.490.741;-9.300.182;12; null;;
4.490.392;-9.300.002;3; null;;
4.491.869;-9.294.944;28; null;;
449.025;-9.294.667;4; null;;
4.493.974;-9.294.464;52; null;;
4.489.631;-9.289.929;8; null;;
4.499.002;-9.287.301;2; null;;
4.498.285;-9.319.252;76;72;;
449.341;-9.318.081;71;72;;
4.491.904;-9.316.771;56;54;;
4.496.224;-9.316.067;70;74;;
4.496.831;-9.311.318;59;55;;
4.498.528;-9.307.178;57;58;;
4.497.759;-9.306.707;83;53;;
4.495.592;-9.306.055;59;53;;
4.495.746;-9.305.068;47;53;;
4.503.231;-9.304.847;16; null;;
4.500.672;-9.302.116;41; null;;
449.319;-9.298.189;20; null;;
4.498.714;-9.296.896;3; null;;
4.490.733;-9.295.647;12; null;;
4.496.648;-9.295.131;34; null;;
449.446;-9.294.911;36; null;;
4.494.451;-9.294.866;36; null;;
4.491.294;-9.292.942;35; null;;
449.091;-9.292.264;5; null;;
4.487.214;-9.291.741;0; null;;
4.492.224;-9.290.784;11; null;;
4.495.306;-9.290.752;8; null;;
4.490.007;-929.021;10; null;;
4.493.213;-9.289.872;8; null;;
4.493.976;-9.289.182;30; null;;
4.491.598;-9.288.769;11; null;;
4.489.804;-9.288.698;1; null;;
4.490.802;-9.288.001;9; null;;
4.497.579;-9.318.758;57;74;;
4.497.234;-931.585;33;60;;
4.492.537;-9.315.238;73;60;;
4.496.462;-9.314.952;38;64;;
4.495.014;-9.313.815;72;59;;
4.498.011;-9.312.271;29;56;;
4.496.015;-9.310.465;83;68;;
4.497.371;-9.309.407;35;60;;
4.496.801;-9.308.284;68;73;;
4.500.831;-9.307.737;9; null;;
449.858;-9.307.299;49;58;;
4.497.824;-9.302.416;49;56;;
4.498.718;-9.302.292;68;64;;
4.492.868;-9.299.942;17; null;;
449.208;-9.299.752;5; null;;
4.490.745;-9.295.997;13; null;;
4.486.231;-9.295.649;1; null;;
4.501.318;-9.293.686;0; null;;
4.492.067;-9.292.702;51; null;;
449.424;-9.289.348;44; null;;
4.492.979;-9.287.716;1; null;;
448.953;-9.287.188;0; null;;
449.756;-9.319.247;65;80;;
4.491.532;-9.317.186;51;51;;
4.498.208;-9.316.185;63;71;;
4.491.555;-931.474;49;60;;
4.499.078;-9.313.509;33;46;;
4.494.469;-9.311.328;75;78;;
4.498.032;-9.310.578;69;50;;
4.493.054;-9.309.777;41;52;;
4.497.313;-9.308.126;68;49;;
4.498.898;-9.307.941;17;50;;
4.498.381;-9.307.595;53;56;;
4.497.861;-9.307.032;77;54;;
4.497.642;-9.305.596;64;63;;
4.495.415;-9.305.088;39;55;;
4.499.355;-930.033;13; null;;
4.491.056;-9.299.869;1; null;;
4.491.412;-9.298.599;5; null;;
4.495.322;-9.298.364;22; null;;
4.497.944;-9.298.161;37; null;;
4.496.808;-9.297.515;22; null;;
449.671;-929.529;34; null;;
4.489.345;-9.294.273;9; null;;
4.492.756;-9.293.577;17; null;;
449.308;-9.293.135;37; null;;
4.494.577;-929.205;51; null;;
4.492.173;-9.291.482;8; null;;
4.491.713;-9.289.004;8; null;;
4.490.489;-9.287.331;11; null;;
4.501.624;-9.286.253;11; null;;
4.496.405;-9.318.082;49;78;;
4.493.618;-9.316.532;71;70;;
4.497.997;-9.316.458;67;64;;
4.496.276;-9.315.632;57;68;;
4.495.655;-93.151;76;74;;
4.494.489;-9.313.978;81;69;;
4.499.081;-9.313.938;53;55;;
4.494.294;-9.313.743;83;70;;
4.498.284;-9.306.712;66;66;;
4.498.836;-9.306.676;47;60;;
4.497.191;-9.305.947;69;61;;
4.497.356;-9.305.551;56;58;;
4.496.213;-9.302.879;43;52;;
449.605;-9.302.046;41;57;;
450.279;-93.012;52; null;;
449.769;-9.300.725;5;48;;
4.497.626;-9.299.406;27; null;;
450.043;-9.297.725;14; null;;
4.486.323;-9.297.689;5; null;;
4.489.173;-9.296.243;5; null;;
449.356;-9.295.275;29; null;;
4.488.038;-9.292.296;2; null;;
4.487.979;-9.291.798;1; null;;
449.056;-9.318.144;39;52;;
4.492.907;-9.318.061;57;72;;
4.492.187;-9.309.672;62;41;;
4.493.487;-930.882;59;51;;
4.492.204;-9.308.738;41;32;;
4.498.401;-9.301.555;27;58;;
4.491.454;-9.298.599;5; null;;
4.489.128;-9.296.752;4; null;;
4.497.384;-9.296.112;8; null;;
4.490.631;-9.293.579;2; null;;
4.487.347;-9.291.126;0; null;;
4.491.743;-9.290.066;17; null;;
4.491.692;-9.289.141;9; null;;
4.491.209;-9.288.373;6; null;;
4.492.886;-9.288.307;3; null;;
4.490.387;-9.287.736;11; null;;
4.490.064;-9.287.355;6; null;;
4.493.179;-9.318.516;64;71;;
449.823;-9.315.706;54;78;;
4.494.266;-9.314.717;83;78;;
4.497.915;-9.313.654;28;65;;
4.494.761;-9.311.269;79;71;;
44.975;-9.309.911;57;65;;
4.496.503;-930.916;38;57;;
4.492.647;-9.309.075;47;39;;
4.495.142;-9.302.986;51;44;;
4.496.643;-9.302.218;46;49;;
4.494.159;-9.301.096;21;59;;
4.496.384;-9.299.847;30; null;;
4.497.931;-9.298.941;39; null;;
4.491.068;-929.717;23; null;;
4.489.563;-929.598;5; null;;
4.491.241;-9.293.836;29; null;;
449.144;-929.366;39; null;;
4.501.167;-9.292.861;0; null;;
4.498.295;-9.319.651;74;72;;
449.547;-9.317.348;84;76;;
449.451;-9.315.094;72;80;;
449.881;-931.477;66;67;;
4.497.315;-9.313.184;45;67;;
4.493.168;-9.312.688;60;75;;
4.497.882;-9.307.765;68;50;;
4.496.225;-9.305.263;46;61;;
449.208;-9.301.631;1;13;;
4.492.648;-9.299.355;11; null;;
4.500.115;-9.298.382;32; null;;
4.494.081;-9.297.896;23; null;;
4.496.879;-9.295.111;29; null;;
4.489.458;-9.291.323;10; null;;
449.578;-9.320.256;46;72;;
4.497.574;-9.316.494;57;65;;
4.498.619;-9.316.296;54;55;;
4.493.447;-931.562;60;67;;
4.492.245;-9.313.811;58;68;;
4.494.203;-9.313.028;89;69;;
4.492.734;-9.310.305;48;46;;
4.496.457;-930.978;57;54;;
4.498.079;-9.307.639;66;52;;
4.500.604;-9.306.778;3; null;;
4.497.645;-930.642;81;53;;
4.503.282;-9.303.097;55; null;;
4.491.755;-9.298.675;7; null;;
4.493.743;-9.297.855;28; null;;
4.495.287;-9.290.793;5; null;;
4.496.024;-9.316.629;85;82;;
4.494.729;-9.314.207;75;64;;
4.494.235;-9.312.843;87;67;;
4.498.945;-9.312.774;18;38;;
4.492.215;-9.309.776;65;43;;
449.782;-9.304.325;70;76;;
4.500.433;-930.419;29; null;;
4.498.193;-9.303.557;57;55;;
4.498.137;-9.303.524;54;52;;
449.827;-9.301.056;9;48;;
4.490.728;-9.300.416;16;27;;
4.503.012;-9.300.069;17; null;;
4.495.718;-9.298.933;17; null;;
4.500.513;-9.297.662;11; null;;
4.501.904;-9.296.679;9; null;;
449.736;-9.295.141;14; null;;
4.492.139;-9.318.811;81;67;;
4.490.189;-9.318.254;40;63;;
4.496.768;-931.808;35;64;;
4.490.395;-9.317.795;52;47;;
4.491.455;-9.317.357;50;49;;
4.492.442;-9.316.559;68;63;;
4.492.904;-9.316.332;69;69;;
4.493.298;-931.514;52;65;;
4.494.813;-9.312.602;86;61;;
4.498.374;-931.146;51;43;;
4.494.987;-9.304.483;31;63;;
4.495.597;-9.303.783;36;37;;
4.500.295;-9.303.535;36; null;;
4.499.224;-9.302.689;70; null;;
4.496.446;-9.301.737;33;55;;
449.941;-9.301.557;40; null;;
4.495.772;-9.297.243;25; null;;
4.489.644;-9.297.197;3; null;;
4.495.555;-9.297.184;27; null;;
4.497.735;-9.296.257;6; null;;
450.055;-9.296.139;10; null;;
4.489.517;-9.295.615;4; null;;
4.492.761;-9.293.285;39; null;;
4.491.709;-9.290.061;17; null;;
448.942;-928.778;1; null;;
4.490.112;-928.741;6; null;;
4.498.027;-9.319.434;71;73;;
4.493.612;-9.318.484;69;71;;
4.495.015;-931.418;69;60;;
4.493.597;-9.313.191;71;65;;
4.494.715;-9.310.507;90;64;;
4.492.737;-9.310.401;48;46;;
4.496.201;-9.308.341;56;63;;
4.498.197;-9.307.466;64;57;;
4.499.271;-9.306.979;16; null;;
4.498.753;-9.306.739;47;60;;
4.491.427;-9.298.996;3; null;;
449.616;-9.298.901;32; null;;
4.493.601;-9.297.636;28; null;;
449.997;-9.297.339;12; null;;
4.495.507;-9.297.295;22; null;;
4.495.475;-9.296.883;36; null;;
4.506.191;-9.295.723;41; null;;
4.503.043;-929.077;0; null;;
4.491.232;-9.289.596;9; null;;
4.492.452;-9.317.141;59;64;;
4.494.668;-9.313.993;80;65;;
4.497.307;-9.313.622;33;64;;
4.496.828;-931.249;56;72;;
4.498.366;-930.878;26;65;;
449.669;-9.301.653;38;52;;
4.503.579;-9.300.674;35; null;;
449.836;-9.300.124;4; null;;
4.496.632;-9.297.573;27; null;;
4.498.885;-9.297.258;5; null;;
4.489.762;-9.297.163;3; null;;
4.497.994;-9.296.099;2; null;;
4.498.955;-9.295.101;7; null;;
4.497.597;-9.294.963;8; null;;
449.275;-929.434;8; null;;
4.491.496;-9.288.467;7; null;;
4.497.935;-9.316.256;59;78;;
4.498.435;-9.316.091;53;59;;
4.497.972;-9.312.786;33;68;;
4.497.819;-9.306.721;83;53;;
4.495.591;-9.306.402;67;57;;
4.495.665;-9.306.372;64;55;;
4.499.441;-9.301.923;47; null;;
4.495.028;-9.301.317;66;75;;
4.491.502;-9.300.536;5;26;;
4.492.246;-9.299.995;6; null;;
4.496.572;-9.299.857;32; null;;
4.491.127;-9.299.183;2; null;;
449.091;-9.297.625;21; null;;
4.499.603;-9.295.443;22; null;;
4.494.551;-9.291.836;53; null;;
4.492.345;-9.291.067;9; null;;
4.490.228;-9.288.886;3; null;;
4.492.484;-9.288.106;3; null;;
449.117;-9.287.735;9; null;;
4.497.648;-9.318.555;52;72;;
4.492.957;-9.314.788;63;68;;
4.493.812;-9.314.127;86;70;;
4.498.293;-9.306.665;69;70;;
4.498.184;-9.301.347;16;54;;
4.492.846;-9.300.014;17; null;;
4.491.014;-9.297.101;23; null;;
4.490.124;-9.296.715;12; null;;
4.489.953;-9.295.994;7; null;;
4.491.803;-9.294.619;21; null;;
4.490.396;-9.293.094;5; null;;
4.491.603;-9.290.127;17; null;;
4.491.784;-9.288.277;6; null;;
449.087;-9.286.961;9; null;;
4.495.724;-9.319.231;55;57;;
4.498.397;-9.316.409;62;61;;
4.493.897;-9.316.189;69;72;;
4.492.532;-9.306.599;26;31;;
4.500.342;-930.456;33; null;;
